grid_rows,grid_cols,simulation_time,input_time,mem_to,mem_from,time,time(ms)
64,64,64,512,25165824,25165824,0.091406,91406
64,64,64,1024,50331648,50331648,0.117230,117230
64,64,128,2,98304,98304,0.065177,65177
64,64,128,4,196608,196608,0.067212,67212
64,64,128,8,393216,393216,0.067573,67573
64,64,128,16,786432,786432,0.068994,68994
64,64,128,32,1572864,1572864,0.069033,69033
64,64,128,64,3145728,3145728,0.073502,73502
64,64,128,128,6291456,6291456,0.082194,82194
64,64,128,256,12582912,12582912,0.092609,92609
64,64,128,512,25165824,25165824,0.114445,114445
64,64,128,1024,50331648,50331648,0.165113,165113
64,64,256,2,98304,98304,0.067419,67419
64,64,256,4,196608,196608,0.065539,65539
64,64,256,8,393216,393216,0.073096,73096
64,64,256,16,786432,786432,0.076034,76034
64,64,256,32,1572864,1572864,0.077227,77227
64,64,256,64,3145728,3145728,0.084116,84116
64,64,256,128,6291456,6291456,0.093627,93627
64,64,256,256,12582912,12582912,0.121053,121053
64,64,256,512,25165824,25165824,0.159559,159559
64,64,256,1024,50331648,50331648,0.256988,256988
64,64,512,2,98304,98304,0.073946,73946
64,64,512,4,196608,196608,0.073877,73877
64,64,512,8,393216,393216,0.080422,80422
64,64,512,16,786432,786432,0.088350,88350
64,64,512,32,1572864,1572864,0.093763,93763
64,64,512,64,3145728,3145728,0.105398,105398
64,64,512,128,6291456,6291456,0.125732,125732
64,64,512,256,12582912,12582912,0.173291,173291
64,64,512,512,25165824,25165824,0.254729,254729
64,64,512,1024,50331648,50331648,0.428440,428440
64,64,1024,2,98304,98304,0.083435,83435
64,64,1024,4,196608,196608,0.090129,90129
64,64,1024,8,393216,393216,0.097440,97440
64,64,1024,16,786432,786432,0.112395,112395
64,64,1024,32,1572864,1572864,0.125451,125451
64,64,1024,64,3145728,3145728,0.145158,145158
64,64,1024,128,6291456,6291456,0.194071,194071
64,64,1024,256,12582912,12582912,0.273857,273857
64,64,1024,512,25165824,25165824,0.439510,439510
64,64,1024,1024,50331648,50331648,0.773807,773807
128,128,2,2,393216,393216,0.061189,61189
128,128,2,4,786432,786432,0.063473,63473
128,128,2,8,1572864,1572864,0.063075,63075
128,128,2,16,3145728,3145728,0.064771,64771
128,128,2,32,6291456,6291456,0.064413,64413
128,128,2,64,12582912,12582912,0.063560,63560
128,128,2,128,25165824,25165824,0.067463,67463
128,128,2,256,50331648,50331648,0.074104,74104
128,128,2,512,100663296,100663296,0.081136,81136
128,128,2,1024,201326592,201326592,0.101905,101905
128,128,4,2,393216,393216,0.062113,62113
128,128,4,4,786432,786432,0.064236,64236
128,128,4,8,1572864,1572864,0.062886,62886
128,128,4,16,3145728,3145728,0.064437,64437
128,128,4,32,6291456,6291456,0.061822,61822
128,128,4,64,12582912,12582912,0.062922,62922
128,128,4,128,25165824,25165824,0.066100,66100
128,128,4,256,50331648,50331648,0.075382,75382
128,128,4,512,100663296,100663296,0.084586,84586
128,128,4,1024,201326592,201326592,0.106466,106466
128,128,8,2,393216,393216,0.058908,58908
128,128,8,4,786432,786432,0.057257,57257
128,128,8,8,1572864,1572864,0.063353,63353
128,128,8,16,3145728,3145728,0.065426,65426
128,128,8,32,6291456,6291456,0.063930,63930
128,128,8,64,12582912,12582912,0.064728,64728
128,128,8,128,25165824,25165824,0.070656,70656
128,128,8,256,50331648,50331648,0.078370,78370
128,128,8,512,100663296,100663296,0.090028,90028
128,128,8,1024,201326592,201326592,0.118496,118496
128,128,16,2,393216,393216,0.061821,61821
128,128,16,4,786432,786432,0.063745,63745
128,128,16,8,1572864,1572864,0.065281,65281
128,128,16,16,3145728,3145728,0.064442,64442
128,128,16,32,6291456,6291456,0.060018,60018
128,128,16,64,12582912,12582912,0.068862,68862
128,128,16,128,25165824,25165824,0.071314,71314
128,128,16,256,50331648,50331648,0.083814,83814
128,128,16,512,100663296,100663296,0.099374,99374
128,128,16,1024,201326592,201326592,0.138024,138024
128,128,32,2,393216,393216,0.065360,65360
128,128,32,4,786432,786432,0.064187,64187
128,128,32,8,1572864,1572864,0.067254,67254
128,128,32,16,3145728,3145728,0.067683,67683
128,128,32,32,6291456,6291456,0.068140,68140
128,128,32,64,12582912,12582912,0.075093,75093
128,128,32,128,25165824,25165824,0.078521,78521
128,128,32,256,50331648,50331648,0.093669,93669
128,128,32,512,100663296,100663296,0.118667,118667
128,128,32,1024,201326592,201326592,0.179068,179068
128,128,64,2,393216,393216,0.065090,65090
128,128,64,4,786432,786432,0.067297,67297
128,128,64,8,1572864,1572864,0.067119,67119
128,128,64,16,3145728,3145728,0.069860,69860
128,128,64,32,6291456,6291456,0.071860,71860
128,128,64,64,12582912,12582912,0.076296,76296
128,128,64,128,25165824,25165824,0.090648,90648
128,128,64,256,50331648,50331648,0.114129,114129
128,128,64,512,100663296,100663296,0.161601,161601
128,128,64,1024,201326592,201326592,0.263339,263339
128,128,128,2,393216,393216,0.064274,64274
128,128,128,4,786432,786432,0.067493,67493
128,128,128,8,1572864,1572864,0.071626,71626
128,128,128,16,3145728,3145728,0.074053,74053
128,128,128,32,6291456,6291456,0.081302,81302
128,128,128,64,12582912,12582912,0.090118,90118
128,128,128,128,25165824,25165824,0.110891,110891
128,128,128,256,50331648,50331648,0.155658,155658
128,128,128,512,100663296,100663296,0.250727,250727
128,128,128,1024,201326592,201326592,0.426666,426666
128,128,256,2,393216,393216,0.068074,68074
128,128,256,4,786432,786432,0.074792,74792
128,128,256,8,1572864,1572864,0.079064,79064
128,128,256,16,3145728,3145728,0.083870,83870
128,128,256,32,6291456,6291456,0.094464,94464
128,128,256,64,12582912,12582912,0.115928,115928
128,128,256,128,25165824,25165824,0.155828,155828
128,128,256,256,50331648,50331648,0.250431,250431
128,128,256,512,100663296,100663296,0.410712,410712
128,128,256,1024,201326592,201326592,0.758997,758997
128,128,512,2,393216,393216,0.073222,73222
128,128,512,4,786432,786432,0.088961,88961
128,128,512,8,1572864,1572864,0.093441,93441
128,128,512,16,3145728,3145728,0.106943,106943
128,128,512,32,6291456,6291456,0.124138,124138
128,128,512,64,12582912,12582912,0.162667,162667
128,128,512,128,25165824,25165824,0.253443,253443
128,128,512,256,50331648,50331648,0.421615,421615
128,128,512,512,100663296,100663296,0.738785,738785
128,128,512,1024,201326592,201326592,1.402175,1402175
128,128,1024,2,393216,393216,0.103819,103819
128,128,1024,4,786432,786432,0.113062,113062
128,128,1024,8,1572864,1572864,0.124899,124899
128,128,1024,16,3145728,3145728,0.145530,145530
128,128,1024,32,6291456,6291456,0.189212,189212
128,128,1024,64,12582912,12582912,0.259682,259682
128,128,1024,128,25165824,25165824,0.431136,431136
128,128,1024,256,50331648,50331648,0.760941,760941
128,128,1024,512,100663296,100663296,1.396526,1396526
128,128,1024,1024,201326592,201326592,2.696050,2696050
256,256,2,2,1572864,1572864,0.064380,64380
256,256,2,4,3145728,3145728,0.064889,64889
256,256,2,8,6291456,6291456,0.066076,66076
256,256,2,16,12582912,12582912,0.067368,67368
256,256,2,32,25165824,25165824,0.065758,65758
256,256,2,64,50331648,50331648,0.074030,74030
256,256,2,128,100663296,100663296,0.078737,78737
256,256,2,256,201326592,201326592,0.103701,103701
256,256,2,512,402653184,402653184,0.141898,141898
256,256,2,1024,805306368,805306368,0.215582,215582
256,256,4,2,1572864,1572864,0.059959,59959
256,256,4,4,3145728,3145728,0.063774,63774
256,256,4,8,6291456,6291456,0.065169,65169
256,256,4,16,12582912,12582912,0.064761,64761
256,256,4,32,25165824,25165824,0.074373,74373
256,256,4,64,50331648,50331648,0.072548,72548
256,256,4,128,100663296,100663296,0.088694,88694
256,256,4,256,201326592,201326592,0.107963,107963
256,256,4,512,402653184,402653184,0.150001,150001
256,256,4,1024,805306368,805306368,0.240411,240411
256,256,8,2,1572864,1572864,0.061854,61854
256,256,8,4,3145728,3145728,0.062127,62127
256,256,8,8,6291456,6291456,0.066312,66312
256,256,8,16,12582912,12582912,0.065650,65650
256,256,8,32,25165824,25165824,0.068358,68358
256,256,8,64,50331648,50331648,0.078534,78534
256,256,8,128,100663296,100663296,0.090887,90887
256,256,8,256,201326592,201326592,0.114802,114802
256,256,8,512,402653184,402653184,0.167194,167194
256,256,8,1024,805306368,805306368,0.286251,286251
256,256,16,2,1572864,1572864,0.061739,61739
256,256,16,4,3145728,3145728,0.064445,64445
256,256,16,8,6291456,6291456,0.064846,64846
256,256,16,16,12582912,12582912,0.065986,65986
256,256,16,32,25165824,25165824,0.073548,73548
256,256,16,64,50331648,50331648,0.079918,79918
256,256,16,128,100663296,100663296,0.097631,97631
256,256,16,256,201326592,201326592,0.137247,137247
256,256,16,512,402653184,402653184,0.214712,214712
256,256,16,1024,805306368,805306368,0.361335,361335
256,256,32,2,1572864,1572864,0.060972,60972
256,256,32,4,3145728,3145728,0.067010,67010
256,256,32,8,6291456,6291456,0.066692,66692
256,256,32,16,12582912,12582912,0.070880,70880
256,256,32,32,25165824,25165824,0.075686,75686
256,256,32,64,50331648,50331648,0.090709,90709
256,256,32,128,100663296,100663296,0.120734,120734
256,256,32,256,201326592,201326592,0.176837,176837
256,256,32,512,402653184,402653184,0.294784,294784
256,256,32,1024,805306368,805306368,0.508409,508409
256,256,64,2,1572864,1572864,0.063089,63089
256,256,64,4,3145728,3145728,0.069883,69883
256,256,64,8,6291456,6291456,0.070799,70799
256,256,64,16,12582912,12582912,0.074822,74822
256,256,64,32,25165824,25165824,0.092662,92662
256,256,64,64,50331648,50331648,0.115168,115168
256,256,64,128,100663296,100663296,0.165016,165016
256,256,64,256,201326592,201326592,0.259468,259468
256,256,64,512,402653184,402653184,0.451777,451777
256,256,64,1024,805306368,805306368,0.847654,847654
256,256,128,2,1572864,1572864,0.077849,77849
256,256,128,4,3145728,3145728,0.077497,77497
256,256,128,8,6291456,6291456,0.079011,79011
256,256,128,16,12582912,12582912,0.089884,89884
256,256,128,32,25165824,25165824,0.115316,115316
256,256,128,64,50331648,50331648,0.157202,157202
256,256,128,128,100663296,100663296,0.246450,246450
256,256,128,256,201326592,201326592,0.421796,421796
256,256,128,512,402653184,402653184,0.765325,765325
256,256,128,1024,805306368,805306368,1.471111,1471111
256,256,256,2,1572864,1572864,0.085149,85149
256,256,256,4,3145728,3145728,0.087695,87695
256,256,256,8,6291456,6291456,0.098162,98162
256,256,256,16,12582912,12582912,0.117894,117894
256,256,256,32,25165824,25165824,0.157478,157478
256,256,256,64,50331648,50331648,0.252485,252485
256,256,256,128,100663296,100663296,0.412455,412455
256,256,256,256,201326592,201326592,0.745624,745624
256,256,256,512,402653184,402653184,1.392435,1392435
256,256,256,1024,805306368,805306368,2.727036,2727036
256,256,512,2,1572864,1572864,0.101330,101330
256,256,512,4,3145728,3145728,0.106298,106298
256,256,512,8,6291456,6291456,0.128400,128400
256,256,512,16,12582912,12582912,0.169134,169134
256,256,512,32,25165824,25165824,0.253446,253446
256,256,512,64,50331648,50331648,0.414833,414833
256,256,512,128,100663296,100663296,0.735620,735620
256,256,512,256,201326592,201326592,1.383549,1383549
256,256,512,512,402653184,402653184,2.646966,2646966
256,256,512,1024,805306368,805306368,5.237741,5237741
256,256,1024,2,1572864,1572864,0.126114,126114
256,256,1024,4,3145728,3145728,0.147905,147905
256,256,1024,8,6291456,6291456,0.188496,188496
256,256,1024,16,12582912,12582912,0.270372,270372
256,256,1024,32,25165824,25165824,0.434589,434589
256,256,1024,64,50331648,50331648,0.757781,757781
256,256,1024,128,100663296,100663296,1.385175,1385175
256,256,1024,256,201326592,201326592,2.673872,2673872
256,256,1024,512,402653184,402653184,5.180046,5180046
256,256,1024,1024,805306368,805306368,10.292858,10292858
512,512,2,2,6291456,6291456,0.072289,72289
512,512,2,4,12582912,12582912,0.067248,67248
512,512,2,8,25165824,25165824,0.075280,75280
512,512,2,16,50331648,50331648,0.074037,74037
512,512,2,32,100663296,100663296,0.083121,83121
512,512,2,64,201326592,201326592,0.105247,105247
512,512,2,128,402653184,402653184,0.139408,139408
512,512,2,256,805306368,805306368,0.218039,218039
512,512,2,512,1610612736,1610612736,0.371428,371428
512,512,2,1024,3221225472,3221225472,0.679578,679578
512,512,4,2,6291456,6291456,0.064221,64221
512,512,4,4,12582912,12582912,0.066497,66497
512,512,4,8,25165824,25165824,0.069592,69592
512,512,4,16,50331648,50331648,0.075262,75262
512,512,4,32,100663296,100663296,0.084229,84229
512,512,4,64,201326592,201326592,0.107482,107482
512,512,4,128,402653184,402653184,0.148680,148680
512,512,4,256,805306368,805306368,0.240031,240031
512,512,4,512,1610612736,1610612736,0.411116,411116
512,512,4,1024,3221225472,3221225472,0.780466,780466
512,512,8,2,6291456,6291456,0.061108,61108
512,512,8,4,12582912,12582912,0.065434,65434
512,512,8,8,25165824,25165824,0.068532,68532
512,512,8,16,50331648,50331648,0.075311,75311
512,512,8,32,100663296,100663296,0.087931,87931
512,512,8,64,201326592,201326592,0.115609,115609
512,512,8,128,402653184,402653184,0.170017,170017
512,512,8,256,805306368,805306368,0.273203,273203
512,512,8,512,1610612736,1610612736,0.484124,484124
512,512,8,1024,3221225472,3221225472,0.900257,900257
512,512,16,2,6291456,6291456,0.064832,64832
512,512,16,4,12582912,12582912,0.070312,70312
512,512,16,8,25165824,25165824,0.070882,70882
512,512,16,16,50331648,50331648,0.080995,80995
512,512,16,32,100663296,100663296,0.100988,100988
512,512,16,64,201326592,201326592,0.140277,140277
512,512,16,128,402653184,402653184,0.206455,206455
512,512,16,256,805306368,805306368,0.352286,352286
512,512,16,512,1610612736,1610612736,0.653399,653399
512,512,16,1024,3221225472,3221225472,1.199789,1199789
512,512,32,2,6291456,6291456,0.069623,69623
512,512,32,4,12582912,12582912,0.074574,74574
512,512,32,8,25165824,25165824,0.077109,77109
512,512,32,16,50331648,50331648,0.095504,95504
512,512,32,32,100663296,100663296,0.115915,115915
512,512,32,64,201326592,201326592,0.174518,174518
512,512,32,128,402653184,402653184,0.283691,283691
512,512,32,256,805306368,805306368,0.506015,506015
512,512,32,512,1610612736,1610612736,0.953776,953776
512,512,32,1024,3221225472,3221225472,1.790332,1790332
512,512,64,2,6291456,6291456,0.069776,69776
512,512,64,4,12582912,12582912,0.077846,77846
512,512,64,8,25165824,25165824,0.091262,91262
512,512,64,16,50331648,50331648,0.114671,114671
512,512,64,32,100663296,100663296,0.155112,155112
512,512,64,64,201326592,201326592,0.252399,252399
512,512,64,128,402653184,402653184,0.429812,429812
512,512,64,256,805306368,805306368,0.797365,797365
512,512,64,512,1610612736,1610612736,1.534886,1534886
512,512,64,1024,3221225472,3221225472,2.962037,2962037
512,512,128,2,6291456,6291456,0.077754,77754
512,512,128,4,12582912,12582912,0.087948,87948
512,512,128,8,25165824,25165824,0.109646,109646
512,512,128,16,50331648,50331648,0.148897,148897
512,512,128,32,100663296,100663296,0.236579,236579
512,512,128,64,201326592,201326592,0.405186,405186
512,512,128,128,402653184,402653184,0.736543,736543
512,512,128,256,805306368,805306368,1.419840,1419840
512,512,128,512,1610612736,1610612736,2.686473,2686473
512,512,128,1024,3221225472,3221225472,5.384569,5384569
512,512,256,2,6291456,6291456,0.098421,98421
512,512,256,4,12582912,12582912,0.113231,113231
512,512,256,8,25165824,25165824,0.153354,153354
512,512,256,16,50331648,50331648,0.237946,237946
512,512,256,32,100663296,100663296,0.391545,391545
512,512,256,64,201326592,201326592,0.708346,708346
512,512,256,128,402653184,402653184,1.318946,1318946
512,512,256,256,805306368,805306368,2.582759,2582759
512,512,256,512,1610612736,1610612736,5.043691,5043691
512,512,256,1024,3221225472,3221225472,10.004518,10004518
512,512,512,2,6291456,6291456,0.121271,121271
512,512,512,4,12582912,12582912,0.163660,163660
512,512,512,8,25165824,25165824,0.238558,238558
512,512,512,16,50331648,50331648,0.396964,396964
512,512,512,32,100663296,100663296,0.693668,693668
512,512,512,64,201326592,201326592,1.309079,1309079
512,512,512,128,402653184,402653184,2.504528,2504528
512,512,512,256,805306368,805306368,4.949222,4949222
512,512,512,512,1610612736,1610612736,9.691760,9691760
512,512,512,1024,3221225472,3221225472,19.411032,19411033
512,512,1024,2,6291456,6291456,0.180818,180818
512,512,1024,4,12582912,12582912,0.258554,258554
512,512,1024,8,25165824,25165824,0.405777,405777
512,512,1024,16,50331648,50331648,0.716146,716146
512,512,1024,32,100663296,100663296,1.308855,1308855
512,512,1024,64,201326592,201326592,2.517312,2517312
512,512,1024,128,402653184,402653184,4.858111,4858111
512,512,1024,256,805306368,805306368,9.686361,9686361
512,512,1024,512,1610612736,1610612736,19.061352,19061352
512,512,1024,1024,3221225472,3221225472,38.222202,38222204
1024,1024,2,2,25165824,25165824,0.068186,68186
1024,1024,2,4,50331648,50331648,0.074395,74395
1024,1024,2,8,100663296,100663296,0.081900,81900
1024,1024,2,16,201326592,201326592,0.104218,104218
1024,1024,2,32,402653184,402653184,0.137630,137630
1024,1024,2,64,805306368,805306368,0.218215,218215
1024,1024,2,128,1610612736,1610612736,0.373917,373917
1024,1024,2,256,3221225472,3221225472,0.639657,639657
1024,1024,2,512,6442450944,6442450944,1.298869,1298869
1024,1024,2,1024,12884901888,12884901888,2.541081,2541081
1024,1024,4,2,25165824,25165824,0.071026,71026
1024,1024,4,4,50331648,50331648,0.075316,75316
1024,1024,4,8,100663296,100663296,0.085937,85937
1024,1024,4,16,201326592,201326592,0.105723,105723
1024,1024,4,32,402653184,402653184,0.147151,147151
1024,1024,4,64,805306368,805306368,0.234798,234798
1024,1024,4,128,1610612736,1610612736,0.406375,406375
1024,1024,4,256,3221225472,3221225472,0.762101,762101
1024,1024,4,512,6442450944,6442450944,1.439224,1439224
1024,1024,4,1024,12884901888,12884901888,2.760909,2760909
1024,1024,8,2,25165824,25165824,0.074424,74424
1024,1024,8,4,50331648,50331648,0.077421,77421
1024,1024,8,8,100663296,100663296,0.086997,86997
1024,1024,8,16,201326592,201326592,0.116220,116220
1024,1024,8,32,402653184,402653184,0.165249,165249
1024,1024,8,64,805306368,805306368,0.275684,275684
1024,1024,8,128,1610612736,1610612736,0.487507,487507
1024,1024,8,256,3221225472,3221225472,0.896945,896945
1024,1024,8,512,6442450944,6442450944,1.726171,1726171
1024,1024,8,1024,12884901888,12884901888,3.351292,3351292
1024,1024,16,2,25165824,25165824,0.073681,73681
1024,1024,16,4,50331648,50331648,0.082214,82214
1024,1024,16,8,100663296,100663296,0.099208,99208
1024,1024,16,16,201326592,201326592,0.134345,134345
1024,1024,16,32,402653184,402653184,0.207761,207761
1024,1024,16,64,805306368,805306368,0.348059,348059
1024,1024,16,128,1610612736,1610612736,0.658518,658518
1024,1024,16,256,3221225472,3221225472,1.194083,1194083
1024,1024,16,512,6442450944,6442450944,2.295048,2295048
1024,1024,16,1024,12884901888,12884901888,4.520153,4520153
1024,1024,32,2,25165824,25165824,0.081721,81721
1024,1024,32,4,50331648,50331648,0.092377,92377
1024,1024,32,8,100663296,100663296,0.117015,117015
1024,1024,32,16,201326592,201326592,0.176328,176328
1024,1024,32,32,402653184,402653184,0.282130,282130
1024,1024,32,64,805306368,805306368,0.498224,498224
1024,1024,32,128,1610612736,1610612736,0.964912,964912
1024,1024,32,256,3221225472,3221225472,1.788576,1788576
1024,1024,32,512,6442450944,6442450944,3.558919,3558919
1024,1024,32,1024,12884901888,12884901888,6.961018,6961018
1024,1024,64,2,25165824,25165824,0.095370,95370
1024,1024,64,4,50331648,50331648,0.114347,114347
1024,1024,64,8,100663296,100663296,0.161250,161250
1024,1024,64,16,201326592,201326592,0.248710,248710
1024,1024,64,32,402653184,402653184,0.431434,431434
1024,1024,64,64,805306368,805306368,0.750217,750217
1024,1024,64,128,1610612736,1610612736,1.536997,1536997
1024,1024,64,256,3221225472,3221225472,2.963688,2963688
1024,1024,64,512,6442450944,6442450944,5.938935,5938935
1024,1024,64,1024,12884901888,12884901888,11.145203,11145203
1024,1024,128,2,25165824,25165824,0.109983,109983
1024,1024,128,4,50331648,50331648,0.151121,151121
1024,1024,128,8,100663296,100663296,0.237996,237996
1024,1024,128,16,201326592,201326592,0.401943,401943
1024,1024,128,32,402653184,402653184,0.725049,725049
1024,1024,128,64,805306368,805306368,1.395995,1395995
1024,1024,128,128,1610612736,1610612736,2.676306,2676306
1024,1024,128,256,3221225472,3221225472,5.287801,5287801
1024,1024,128,512,6442450944,6442450944,10.685712,10685712
1024,1024,128,1024,12884901888,12884901888,20.450104,20450103
1024,1024,256,2,25165824,25165824,0.151834,151834
1024,1024,256,4,50331648,50331648,0.236573,236573
1024,1024,256,8,100663296,100663296,0.386773,386773
1024,1024,256,16,201326592,201326592,0.701787,701787
1024,1024,256,32,402653184,402653184,1.311562,1311562
1024,1024,256,64,805306368,805306368,2.564661,2564661
1024,1024,256,128,1610612736,1610612736,4.992388,4992388
1024,1024,256,256,3221225472,3221225472,9.958933,9958933
1024,1024,256,512,6442450944,6442450944,20.214508,20214509
1024,1024,256,1024,12884901888,12884901888,38.690781,38690779
1024,1024,512,2,25165824,25165824,0.245118,245118
1024,1024,512,4,50331648,50331648,0.397457,397457
1024,1024,512,8,100663296,100663296,0.693165,693165
1024,1024,512,16,201326592,201326592,1.303091,1303091
1024,1024,512,32,402653184,402653184,2.483213,2483213
1024,1024,512,64,805306368,805306368,4.927866,4927866
1024,1024,512,128,1610612736,1610612736,9.661347,9661347
1024,1024,512,256,3221225472,3221225472,19.314024,19314023
1024,1024,512,512,6442450944,6442450944,39.309486,39309487
1024,1024,512,1024,12884901888,12884901888,75.494766,75494764
1024,1024,1024,2,25165824,25165824,0.411872,411872
1024,1024,1024,4,50331648,50331648,0.715643,715643
1024,1024,1024,8,100663296,100663296,1.298824,1298824
1024,1024,1024,16,201326592,201326592,2.482601,2482601
1024,1024,1024,32,402653184,402653184,4.831979,4831979
1024,1024,1024,64,805306368,805306368,9.608845,9608845
1024,1024,1024,128,1610612736,1610612736,18.951996,18951996
1024,1024,1024,256,3221225472,3221225472,38.014984,38014984
1024,1024,1024,512,6442450944,6442450944,77.473946,77473945
